,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
4738,University Of Texas San Antonio,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,11-04-2015,1428681600,@ poster below: What is your specialty? Thanks
4739,Northwestern University,Mechanical Engineering,PhD,Fall 2015,Rejected,,11-04-2015,1428681600,,,,,International,11-04-2015,1428681600,
4740,Carnegie Mellon University,Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,11-04-2015,1428681600,I heard they gave WL to almost everyone who were not accepted. Not counting on this one anyway.
4741,Carnegie Mellon University (CMU),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,11-04-2015,1428681600,"To all the CMU MechE PhD applicants who are accepted OR waitlisted: I have created a group in kik #cmumechphdf15. Please join.
To the SUT poster: I'm also applying to the direct phd program in robotics."
4742,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,11-04-2015,1428681600,"At the IIT guy, did you receive any notification regarding a waitlist? Do you know anybody who got an admit earlier?"
4743,Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,11-04-2015,1428681600,@ the guy from IITM: Thank you for declining the offer. had you been interviewed before? in which field were you admitted?
4744,UC Berkeley (UCB),Mechanical Engineering,PhD,Fall 2015,Accepted,,11-04-2015,1428681600,3.6,,,,International,11-04-2015,1428681600,"Off the wait-list. Undergrad from IITM. Declined the offer, will be joining Caltech's CDS program instead. I hope someone else gets off the wait-list."
4745,University Of Texas San Antonio,Mechanical Engineering,PhD,Fall 2015,Accepted,,31-03-2015,1427731200,3.23,149.0,162.0,3.0,International,11-04-2015,1428681600,Nothing said about funding
4746,University Of Wisconsin-Madison,Mechanical Engineering,PhD,Fall 2015,Accepted,,10-04-2015,1428595200,3.2,162.0,170.0,4.0,International,11-04-2015,1428681600,International students applying to ME have to obtain an advisor before their application is considered. I had an interview with a professor and got an offer in a week.
4747,CMU,Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,3.65,136.0,170.0,3.0,International,11-04-2015,1428681600,"From SUT.
To all posters below: has any of you applied for direct Ph.D. ? Is anyone in Control and Robotics?"
4748,Carnegie Mellon University (CMU),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,3.63,157.0,170.0,3.0,International,11-04-2015,1428681600,
4749,Carnegie Mellon,Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,3.5,143.0,161.0,3.5,International,11-04-2015,1428681600,Don't care too much...
4750,Carnegie Mellon University (CMU),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,2.82,155.0,160.0,4.0,International,10-04-2015,1428595200,"4.00 Grad GPA, good research. Need to get out of the wait list!"
4751,CMU,Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,10-04-2015,1428595200,"Grad GPA 4.0, 1 Journal Paper, Lost hope, but got a wait listing email today. For accepted folks.. please submit your rejection if you don't plan to attend!"
4752,Carnegie Mellon University (CMU),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,3.91,152.0,166.0,4.0,International,10-04-2015,1428595200,"B.Sc. from Iran, 110 TOEFL, 1 conference paper, 1 journal paper, another journal paper under review. 2 years RA, TA for 3 different courses. I was expecting a rejection! A bit excited. Those who don't want to attend PLEASE reject the offer as soon as you can."
4753,Carnegie Melon,Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,10-04-2015,1428595200,It will end up with a rejection...like every year
4754,North Carolina State University,Mechanical Engineering,PhD,Fall 2015,Rejected,,10-04-2015,1428595200,3.65,170.0,140.0,2.0,International,10-04-2015,1428595200,
4755,Carnegie Mellon (CMU),Mechanical Engineering,PhD,Fall 2015,Accepted,,10-04-2015,1428595200,,,,,International,10-04-2015,1428595200,
4756,Penn State,Mechanical Engineering,PhD,Fall 2015,Rejected,,10-04-2015,1428595200,,,,,International,10-04-2015,1428595200,"Unofficial email from graduate coordinator. Official result will be posted next week. What an awful day, 2 rejections in a day."
4757,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,08-04-2015,1428422400,3.8,167.0,155.0,4.0,International,10-04-2015,1428595200,"Applied for PhD, offered Master. UM has rocket high tuition fees and living expenses. Not worth for the money."
4758,University At Buffalo,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,10-04-2015,1428595200,To the poster below: When did you hear from them regarding your admission decision? Thanks for declining your offer ;)
4759,Georgia Tech,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,10-04-2015,1428595200,@poster below: I am still waiting. No news.
4760,University At Buffalo,Mechanical Engineering,PhD,Fall 2015,Accepted,,10-04-2015,1428595200,,,,,,10-04-2015,1428595200,I declined my offer. Good luck to every one pursuing a position in this school.
4761,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,10-04-2015,1428595200,8.88,156.0,168.0,3.5,International,10-04-2015,1428595200,"Applied for PhD, however rejected for MS as well. Couldn't have afforded MS anyways but its a heartbreak when you are rejected!!! All the best to shortlisties"
4762,NYU Polytechnic,Mechanical Engineering,PhD,Fall 2015,Rejected,,09-04-2015,1428508800,,,,,International,10-04-2015,1428595200,"From SUT. I hadn't considered this university but they themselves sent me an email and encouraged me to apply. They also waived the application fee for me, but finally they rejected !"
4763,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,10-04-2015,1428595200,Did anyone receive the official letter of admission from dean?
4764,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,10-04-2015,1428595200,@poster below who got accepted to UC Berkeley but has already accepted another offer: Could you please quickly reject so that others in queue can get the chance? Thanks.
4765,UC Berkeley,Mechanical,PhD,Fall 2015,Accepted,,10-04-2015,1428595200,,,,,American,10-04-2015,1428595200,"When did you become notified? Yesterday
 had you been interviewed before? Yes
Are you receiving financial support? Yes

Already submitted intent decision for another school however."
4766,Carnegie Mellon (CMU),Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,09-04-2015,1428508800,To the poster who got admitted below: Did you interview with your POI?
4767,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,09-04-2015,1428508800,3.9,153.0,168.0,3.0,International,09-04-2015,1428508800,"received same email, offered a master. :(  I can not afford it without fund."
4768,Umich,Mechanical Engineering,PhD,Fall 2015,Rejected,,09-04-2015,1428508800,,,,,International,09-04-2015,1428508800,"I got this email few days ago 
"" Iâ€™m sending this message to a relatively small number of students who are at the top of our waitlist for admission to our Ph.D. program in Mechanical Engineering at the University of Michigan. We are very likely to make some additional offers, but we have a number of pending offers that we must hear back on first. All decisions will be
made before April 15. Anyone not admitted to our Ph.D. program will
automatically be considered for Master's admission."""
4769,Umich,Mechanical Engineering,PhD,Fall 2015,Rejected,,09-04-2015,1428508800,,,,,International,09-04-2015,1428508800,hehe I don't care
4770,Upenn,Mechanical Engineering And Applied Mechanics,PhD,Fall 2015,Accepted,,09-04-2015,1428508800,,,,,International,09-04-2015,1428508800,
4771,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,09-04-2015,1428508800,To the other poster on waitlisted of UMich: have you got the email to  be waitlisted today or 15 days back?
4772,Carnegie Mellon University (CMU),Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,09-04-2015,1428508800,"To the admitted guy, have you been offered funding in the form of TA/RA? Great if you could share the mail contents."
4773,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,09-04-2015,1428508800,"******** Dear Friends that don`t want to come to UMich, please decline your offers for our students that are at wait list. We need to support each other. Thanks. Good luck every where you go.*********"
4774,Carnegie Melon University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,3.65,136.0,170.0,3.0,International,09-04-2015,1428508800,"To the poster below: would you specify your GRE, TOEFL, and GPA ? I am also majoring in Control and Robotics...thanks."
4775,Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,09-04-2015,1428508800,@ the admitted guy: When did you become notified? had you been interviewed before? Are you receiving financial support?
4776,Columbia University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,09-04-2015,1428508800,"For PhDs, if you didn't get the funding about 2 weeks ago, there is almost no chance to get it. Columbia may not be a good option unless you want to pay the tuition and living expenses by yourself."
4777,Carnegie Mellon University(CMU),Mechanical Engineering,PhD,Fall 2015,Accepted,,09-04-2015,1428508800,,,,,International,09-04-2015,1428508800,Email to check website. Majoring in robotics and control.
4778,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Accepted,,08-04-2015,1428422400,,,,,American,09-04-2015,1428508800,
4779,Georgia Tech,Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,09-04-2015,1428508800,"For students that don't plan to choose Gatech, please reject your offer. Thanks a lot!"
4780,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Rejected,,08-04-2015,1428422400,,,,,International,08-04-2015,1428422400,
4781,Columbia,Mechanical Engineering,PhD,Fall 2015,Accepted,,08-04-2015,1428422400,,,,,International,08-04-2015,1428422400,"That is totally a LIE that all PhDs are funded! Go ask some PhD or MS students there. And you will find out the truth. As far as I know, very few admitted PhD get funded. They are expecting phds to pay tuition. F that."
4782,Mich Tech,Mechanical Engineering,PhD,Fall 2015,Accepted,,08-04-2015,1428422400,,,,,International,08-04-2015,1428422400,Accepted without found!! :( anyone know: Isn't there any chance to communicate with professors and find a RA?
4783,Northeastern University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,08-04-2015,1428422400,"The purpose of this email is to inform you that there will be a delay in receiving your official decision letter. When your decision is posted, you will receive an email prompting you to check it. We expect many more acceptances, so your continued interest is appreciated. 
WHAT THE HELL ARE THEY DOING????AAAAAAAAHHHH
If you submitted your application before February 1, you will receive your decision by May 1, or by the latest May 15. Many applicants should receive their decision sooner than this. 

If you submitted your application after February 1, you will receive your decision by June 1 or by the latest July 1. Many applicants should receive their decision sooner than this. 

In explanation, note that during this year's admissions cycle we received a record number of applications from highly qualified candidates. Therefore it is taking our faculty admissions committees a bit more time than usual to conduct their reviews."
4784,Columbia University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,American,08-04-2015,1428422400,To the posters below: I haven't heard anything from Columbia. I am still waiting for their decision. Is it means that I will be rejected?!?! I have interviewed but still nothing!!
4785,CMU,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,08-04-2015,1428422400,Anyone heard from CMU yet?
4786,Columbia University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,08-04-2015,1428422400,"To the poster below, I asked the Department. they said no financial assistance available. although I really hope that you are correct."
4787,Georgia Tech,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,08-04-2015,1428422400,"To the one waiting for Georgia tech, they have waitlisted a lot of people without any new updates. The mail said till 1st May. Have they send any direct admits till now??"
4788,Georgia Tech,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,08-04-2015,1428422400,Is there anybody waiting for Georgia Tech decision? Do you have any idea when they will announce them?
4789,UCSB,Mechanical Engineering,PhD,Fall 2015,Interview,,,,3.83,143.0,170.0,3.0,International,08-04-2015,1428422400,From SUT
4790,Columbia University,Mechanical Engineering,PhD,Fall 2015,Accepted,,07-04-2015,1428336000,,,,,International,08-04-2015,1428422400,Does Columbia give funding for PhD?
4791,UCSB,Mechanical Engineering,PhD,Fall 2015,Rejected,,08-04-2015,1428422400,,,,,International,08-04-2015,1428422400,Emailed to check the website
4792,"University Of California, Berkeley",Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,08-04-2015,1428422400,"Yes. I too believe that had they chosen to send out acceptances, they would've done so much earlier. They are holding out on sending rejections at this juncture because it probably isn't their highest priority. Anyway, I have offers from two other top 5 schools which I will choose from. Thank you very much Berkeley."
4793,Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,07-04-2015,1428336000,Does anyone really expect acceptance from Berkeley at this time??!!! we all are gonna be rejected... :(
4794,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,07-04-2015,1428336000,What the hell is wrong with Berkeley. Are they really going to release the results right before April 15th? Im so tired of waiting.
4795,UCSB,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,3.99,170.0,154.0,3.0,International,07-04-2015,1428336000,From Sharif University of Technology
4796,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Accepted,,07-04-2015,1428336000,3.24,150.0,164.0,3.5,International,07-04-2015,1428336000,No financial aid; from KNTU; direct PhD
4797,"University Of California, Santa Barbara",Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,3.45,146.0,167.0,3.5,International,07-04-2015,1428336000,Emailed to check the website
4798,UC Santa Barbara,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,3.23,151.0,163.0,3.5,International,07-04-2015,1428336000,
4799,UCSB,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,3.87,154.0,168.0,3.0,International,07-04-2015,1428336000,
4800,UCSB,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,3.98,150.0,169.0,3.5,International,07-04-2015,1428336000,As expected. from SUT
4801,UCSB,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,,,,,American,07-04-2015,1428336000,
4802,University Of California Santa Barbara (UCSB),Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,,,,,International,07-04-2015,1428336000,
4803,Suny Stony Brook,Mechanical Engineering,PhD,Fall 2015,Rejected,,02-04-2015,1427904000,,145.0,160.0,3.0,International,07-04-2015,1428336000,
4804,University Of Michiga,Mechanical Enginering,PhD,Fall 2015,Rejected,,31-03-2015,1427731200,3.5,163.0,159.0,4.0,International,07-04-2015,1428336000,Expected. My chances were very slim.
4805,Upenn,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,,,,,International,07-04-2015,1428336000,
4806,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,,,,,International,07-04-2015,1428336000,
4807,University Of Pennsylvania,Mechanical Engineering And Applied Mechanics,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,,,,,International,07-04-2015,1428336000,It doesn't matter!!
4808,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,3.65,,,,International,07-04-2015,1428336000,"Depressed...cuz I'm the one who cares, it was my favorite school, kind o' my wonderland :((("
4809,University Of Texas Austin,Mechanical Engineering,PhD,Fall 2015,Accepted,,07-04-2015,1428336000,3.53,156.0,170.0,3.5,International,07-04-2015,1428336000,"To others admitted, Is there anyone with direct PhD and offered no funding. no info on funding yet for me."
4810,UC Berkeley,Mechanical,PhD,Fall 2015,Other,Other,,,,,,,International,07-04-2015,1428336000,"I just want to know if there any Chinese students got admissions to PhD or Ms/PhD program.  A professor told me that I would be admitted, and I still haven't received admission.  I emailed them, called them, you know that typical answer ""we will be sending blabla early April, we have more than 1000 blabla""   ä¼¯å…‹åˆ©åˆ°åº•å‘ç”Ÿäº†ä»€ä¹ˆï¼Ÿï¼Ÿï¼Ÿ è¿˜æœ‰è°ï¼Ÿï¼Ÿï¼Ÿ"
4811,Upenn,Mechanical Engineering,PhD,Fall 2015,Interview,,,,,,,,International,07-04-2015,1428336000,Why are they soooooooooooooo slow
4812,University Of Texas At Austin,Mechanical Engineering,PhD,Fall 2015,Rejected,,07-04-2015,1428336000,,,,,International,07-04-2015,1428336000,hehe who cares
4813,University Of Cincinnati,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,07-04-2015,1428336000,"To the poster below: at the time of submitting application it was mentioned that decisions will be made no sooner than April, so I think we'll hear from mech department soon. Hope to hear good news."
4814,UC Berkeley,Mechanical,PhD,Fall 2015,Other,Other,,,,,,,Other,07-04-2015,1428336000,"To the poster below: what do you mean by an ""unofficial admission"". Email from the department saying you have been admitted or promise from professors that he would get you in.   we might be in the same situation"
4815,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Accepted,,06-04-2015,1428249600,,,,,International,06-04-2015,1428249600,"To the poster below, I got unofficial admission about 3 weeks ago, but the official letter haven't received yet."
4816,Texas Austin,Mechanical,PhD,Fall 2015,Other,Other,,,,,,,International,06-04-2015,1428249600,Did anyone get an admit in fluid and thermal area?
4817,Clemson University,Mechanical Engineering,PhD,Fall 2015,Accepted,,06-04-2015,1428249600,3.23,151.0,163.0,3.5,International,06-04-2015,1428249600,Interviewed with one of the professors. Got funding offer as RA.
4818,Columbia University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,06-04-2015,1428249600,"At below, Columbia University*."
4819,University Of Columbia,Mechanical Engineering,PhD,Fall 2015,Accepted,,02-04-2015,1427904000,3.85,,,,International,06-04-2015,1428249600,Does somebody know what are the chances of getting financial support? Will they notify us before April 15th?
4820,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,06-04-2015,1428249600,Is there anyone who get only unofficial admission from UCB? When will be the date the official admission is released?
4821,University Of Utah,Mechanical Engineering,PhD,Fall 2015,Accepted,,29-03-2015,1427558400,3.37,150.0,170.0,3.0,International,06-04-2015,1428249600,"from AUT, TOEFL:96, contact with faculty for funding"
4822,University Of Utah,Mechanical Engineering,PhD,Fall 2015,Accepted,,29-03-2015,1427558400,3.54,153.0,168.0,3.5,International,06-04-2015,1428249600,"TOEFL 104, senior B.Sc. Student AUT, I should contact faculty for funding"
4823,"University Of Texas, Austin",Mechanical Engineering,PhD,Fall 2015,Accepted,,23-03-2015,1427040000,3.6,159.0,168.0,3.0,International,05-04-2015,1428163200,Got funding offer as TAship/RAship from the Dynamics and Control Area
4824,UC Davis,Mechanical Engineering,PhD,Fall 2015,Rejected,,04-04-2015,1428076800,3.23,151.0,163.0,3.5,International,04-04-2015,1428076800,No additional space available in the graduate program for this admissions cycle.
4825,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Accepted,,23-12-2015,1450800000,,,,,International,04-04-2015,1428076800,
4826,University Of California Irvine,Mechanical Engineering,PhD,Fall 2015,Rejected,,04-04-2015,1428076800,3.23,151.0,163.0,3.5,International,04-04-2015,1428076800,Second rejection. :(
4827,Carnegie Mellon University (CMU),Mechanical Engineering,PhD,Fall 2015,Rejected,,03-04-2015,1427990400,3.9,,,,International,03-04-2015,1427990400,
4828,Columbia University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,03-04-2015,1427990400,"Dear friends, please decline your offer of admission if you don't want to attend Columbia...It is my and many others last chance.. Please please help!"
4829,SUNY Buffalo,Mechanical Engineering,PhD,Fall 2015,Rejected,,02-04-2015,1427904000,3.5,162.0,162.0,4.0,American,03-04-2015,1427990400,w/ Master's
4830,"University Of California, Irvine",Mechanical Engineering,PhD,Fall 2015,Rejected,,03-04-2015,1427990400,3.56,167.0,170.0,3.5,International,03-04-2015,1427990400,Yikes. Didn't even offer me a masters. But more polite rejection compared to Virginia Tech. Heard California is a beautiful state :( .
4831,Umass Amherst,Mechanical Engineering,PhD,Fall 2015,Accepted,,03-04-2015,1427990400,,,,,Other,03-04-2015,1427990400,To those who have been accepted in this university: Did they mentioned anything about the funding in the admission letter?
4832,SUNY Buffalo,Mechanical Engineering,PhD,Fall 2015,Rejected,,03-04-2015,1427990400,,,,,International,03-04-2015,1427990400,
4833,UC Irvine,Mechanical And Aerospace Engineering,PhD,Fall 2015,Rejected,,03-04-2015,1427990400,,151.0,166.0,3.0,International,03-04-2015,1427990400,:((((((
4834,UCLA,Mechanical Engineering,PhD,Fall 2015,Accepted,,03-04-2015,1427990400,3.78,144.0,168.0,3.0,International,03-04-2015,1427990400,"Two journal papers, Financial support recipients will be notified via email by the department."
4835,Columbia University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,03-04-2015,1427990400,"To those who got PhD acceptance but have better offer from better schools, could you please decline soon? Thanks for helping those still in the waiting list ! (:-))"
4836,SUNY - Buffalo,Mechanical Engineering,PhD,Fall 2015,Rejected,,02-04-2015,1427904000,3.27,163.0,148.0,3.5,International,03-04-2015,1427990400,Will get a master's degree in ME in ASU in May. Have a master's cumulative GPA of 3.81. What's going on with Buffalo?
4837,UCLA,Mechanical Engineering,PhD,Fall 2015,Accepted,,18-03-2015,1426608000,,,,,American,03-04-2015,1427990400,"RE: I juuuust received my email from the department today with my adviser information. I emailed him, so we'll see where this goes.."
4838,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,American,02-04-2015,1427904000,"@below, I applied for the MS/PhD and still have not heard back. I called over a week ago and they said they will be sending out notification until early April. Hopefully we will hear back soon"
4839,UC Berkeley,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,02-04-2015,1427904000,Any news from Berkeley for MS/PhD yet?
4840,Duke,Mechanical Engineering And Materials Science,PhD,Fall 2015,Other,Other,,,,,,,International,02-04-2015,1427904000,Anybody still waiting to hear back from Duke MEMS program ? have they sent out acceptances already? anybody waitlisted/rejected?
4841,UC Davis,Mechanical Engineering,PhD,Fall 2015,Rejected,,02-04-2015,1427904000,3.2,155.0,167.0,3.0,International,02-04-2015,1427904000,I don't know why. So disappointed. I had the support of a faculty member but they rejected me.
4842,Berkeley,Mechanical Engineering,PhD,Fall 2015,Accepted,,01-04-2015,1427817600,3.96,168.0,168.0,6.0,American,02-04-2015,1427904000,
4843,Lehigh University,Mechanical Engineering And Mechanics,PhD,Fall 2015,Accepted,,02-04-2015,1427904000,,,,,International,02-04-2015,1427904000,Waiting for financial support
4844,Boston University,Mechanical Engineering,PhD,Fall 2015,Rejected,,02-04-2015,1427904000,,,,,International,02-04-2015,1427904000,"The number of people we can admit each year is quite limited, and as a result of intense competition, we must deny admission to many well qualified candidates."
4845,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,4.0,,,,International,02-04-2015,1427904000,"Hi, to the friends that have been accepted to UMich, PhD or master, Did the UMich announce your advisor in acceptance letter or they said you need choose your advisor after you have been accepted. (I mean after receiving acceptance letter, you choose your advisor?) please help me. Thanks in advance."
4846,Columbia University,Mechanical Engineering,PhD,Fall 2015,Rejected,,02-04-2015,1427904000,,,,,International,02-04-2015,1427904000,
4847,Columbia University,Mechanical Engineering,PhD,Fall 2015,Accepted,,02-04-2015,1427904000,3.47,166.0,170.0,4.0,International,02-04-2015,1427904000,
4848,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,01-04-2015,1427817600,To the poster below and other students that accepted Umich master: Do they said anything about your advisor? They finalize your advisor or you can choose your advisor after you went To UM? Also anything about funding during master?
4849,UCLA,Mechanical Engineering,PhD,Fall 2015,Rejected,,01-04-2015,1427817600,,,,,International,01-04-2015,1427817600,
4850,UCLA,Mechanical Engineering,PhD,Fall 2015,Accepted,,15-03-2015,1426348800,,,,,International,01-04-2015,1427817600,"Re: you should have contacted the professors immediately after acceptance. If you haven't yet, you may have lost the chance for being considered for funding at the first place, but after the rewarded ones (like me) declined the offer (which is very probable), other accepted guys are being considered to fill their position."
4851,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,01-04-2015,1427817600,"in the waitlist for PhD, offered master. Those who got accepted to the program and are not going, dear friends, please, please, please decline your offer ASAP. Many Thanks!"
4852,Columbia University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,American,01-04-2015,1427817600,To the guys accepted to Columbia and plan not to attend there: please please decline it ASP. Thanks in advance.
4853,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,,,,,International,01-04-2015,1427817600,"Dear students that have been accepted to UMich but don`t want to come to  UMich, please cancel your offer as soon as, Regards."
4854,UCLA,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,01-04-2015,1427817600,To the poster below: Not yet. have you heard anything?
4855,University Of New York Polytechnic,Mechanical & Aerospace Engineering,PhD,Fall 2015,Accepted,,01-04-2015,1427817600,3.1,146.0,170.0,3.0,International,01-04-2015,1427817600,From Iran. No words of funding!!! Has anyone in Mech received funding?
4856,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Wait listed,,,,4.0,152.0,170.0,3.0,International,01-04-2015,1427817600,Now waitlisted for PhD... No interview so far. I don't know how it goes.
4857,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,31-03-2015,1427731200,,,,,International,01-04-2015,1427817600,
4858,Upenn,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,Other,01-04-2015,1427817600,Penn was playing jokes in their Instagram. Nothing about decision is shown on website.
4859,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,31-03-2015,1427731200,3.63,157.0,170.0,3.0,International,01-04-2015,1427817600,Dream school...sigh...
4860,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,31-03-2015,1427731200,3.5,162.0,162.0,4.0,American,01-04-2015,1427817600,w/ Master's
4861,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,31-03-2015,1427731200,,,,,International,31-03-2015,1427731200,
4862,UPenn,Mechanical Engineering,PhD,Fall 2015,Rejected,,30-03-2015,1427644800,,,,,International,31-03-2015,1427731200,It sucks!
4863,"University Of Massachusetts, Amhrest",Mechanical Engineering,PhD,Fall 2015,Rejected,,26-03-2015,1427299200,3.58,142.0,165.0,2.5,International,31-03-2015,1427731200,
4864,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2015,Rejected,,31-03-2015,1427731200,3.82,154.0,170.0,3.5,International,31-03-2015,1427731200,
4865,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2015,Rejected,,31-03-2015,1427731200,3.82,152.0,170.0,4.5,International,31-03-2015,1427731200,
4866,Boston University,Mechanical Engineering,PhD,Fall 2015,Rejected,,30-03-2015,1427644800,3.45,146.0,167.0,3.5,International,31-03-2015,1427731200,
4867,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,International,31-03-2015,1427731200,"They uploaded a picture in Instagram, and they said that decisions will be availabe at 5 pm today."
4868,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,31-03-2015,1427731200,,,,,International,31-03-2015,1427731200,Competition for admission is extremely high and unfortunately there are many more potentially qualified applicants than there are openings in our program.
4869,Rensselaer Polytechnic Institute,Mechanical Engineering,PhD,Fall 2015,Accepted,,27-03-2015,1427385600,,152.0,170.0,4.0,International,31-03-2015,1427731200,"From India, Jadavpur University, BE Chemical Engg"
4870,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2015,Rejected,,30-03-2015,1427644800,3.91,152.0,166.0,4.0,International,31-03-2015,1427731200,"got email to check website. disappointed! B.Sc. from Iran, 1 conference paper, 2 journal papers, 2 years research experience, TA for 3 different courses, 110 on TOEFL. good luck to all those who are admitted."
4871,U Penn,Mechanical Engineering,PhD,Fall 2015,Rejected,,30-03-2015,1427644800,,,,,International,31-03-2015,1427731200,
4872,Drexel University,Mechanical Engineering,PhD,Fall 2015,Other,Other,,,,,,,American,30-03-2015,1427644800,"I took my application out of consideration, I have better offers and won't be attending here."
4873,University of Michigan (Ann Arbor),Mechanical Engineering,PhD,Fall 2015,Rejected,,30-03-2015,1427644800,3.98,153.0,169.0,3.5,International,30-03-2015,1427644800,BS and MS from SUT
